NOMBRE,GENEROS,bytesfiles,sampleratefiles,totalsamplesfiles,durationfiles
Margie.mp3,Bolero Son,8180044,44100,9013559,204.4
MARGOT - LUCHO MACEDO.mp3,Guajira,2778550,44100,7607222,172.5
Maria - Jimmy El León.mp3,Bolero Son,7338869,44100,16051968,364
Maria +++++.mp3,Bolero Son,5602314,44100,12348289,280
Maria Bonita.mp3,Bolero Son,2320680,44100,6233337,141.3
Maria Cercantes.mp3,Merengue,2945990,44100,7956864,180.4
Maria Conchita.mp3,Bolero Son,2688527,44100,7247231,164.3
Maria Cristina - Bobby Rodriguez.mp3,Bolero Son,5731449,44100,12635135,286.5
Maria Cristina.mp3,Guaracha,2885398,44100,7789824,176.6
Maria Dolores Esperanza.mp3,Bolero Tradicional,4675584,44100,8006400,181.6
Maria La Loca - Celia Cruz.mp3,Merengue,4952316,44100,10789632,244.7
Maria La Loca.mp3,Bolero Tradicional,3973716,44100,10789633,244.7
Maria La O - Orq Harlow.mp3,Pachanga,3234522,44100,8751744,198.5
Maria La O.mp3,Bolero Son,4595241,44100,12419712,281.6
Maria Luisa.mp3,Pachanga,6023535,44100,16439041,372.8
Maria Matimbe.mp3,Son Montuno,10687050,44100,11717282,265.7
Maria Merce.mp3,Merengue,4785488,44100,13025663,295.4
Maria Morena - Alberto Beltran.mp3,Bolero Son,3219515,44100,7096321,160.9
Maria Peralta.mp3,Bolero Son,2986962,44100,8069760,183
Maria Teresa Y Danilo - Hansel Y Raul.mp3,Merengue,5757466,44100,12564864,284.9
Maria Teresa Y Danilo.mp3,Merengue,4579466,44100,12617853,286.1
Maria Va (El Retrato De Maria).mp3,Son Cubano,7471397,44100,13618944,308.8
Maria.mp3,Pachanga,5993433,44100,16254720,368.6
Maria[1] ++++++.mp3,Bolero Tradicional,9981952,44100,15720192,356.5
Mariana.mp3,Guajira,6372426,44100,13920767,315.7
Mariano.mp3,Merengue,2850816,44100,7853185,178.1
Maribel - Alberto Beltrán.mp3,Merengue,2963724,44100,8165377,185.2
Maricusa - Tito Rodriguez.mp3,Guajira,2423462,44100,6516864,147.8
Marieta.mp3,Guaracha,5717494,44100,15595775,353.6
Marifu - Orq Harlow - Omar Alfano.mp3,Pachanga,4796455,44100,13056767,296.1
Marilu - Van Van.mp3,Bolero Son,3391032,44100,9183742,208.2
Maringa.mp3,Son Cubano,2499602,44100,6725377,152.5
Mario Ague - Celia Cruz.mp3,Merengue,4940822,44100,13455359,305.1
Mariposita  De Primavera.mp3,Bolero Tradicional,2939770,44100,7939585,180
Mariposita De Primavera.mp3,Salsa,2849470,44100,7690753,174.4
Mariquita - Angel Canales.mp3,Bolero Tradicional,5743687,44100,25195159,571.3
Marta.mp3,Pachanga,5254251,44100,7238016,164.1
Martha - Andy Montañéz.mp3,Guaracha,5171136,44100,14249567,323.1
Martín (Luisito Marti).mp3,Pachanga,3983654,44100,10972799,248.8
Martinez.mp3,Guaracha,9721840,44100,10713600,242.9
Maruquita.mp3,Son Cubano,8957824,44100,9871062,223.8
Mary - Joe Arroyo.mp3,Guajira,5338677,44100,14552063,330
Mas Alla De La Piel - Frankie Ruíz.mp3,Son Montuno,5876531,44100,12827519,290.9
Mas Alla De La Piel.mp3,Guaracha,4672703,44100,12794113,290.1
Mas Alla Del Tiempo.mp3,Pachanga,4698211,44100,12786048,289.9
Mas Amor - Bobby Valentin.mp3,Bolero Tradicional,3880635,44100,10532737,238.8
Mas Amor - Luis Perico Ortiz.mp3,Son Cubano,5604624,44100,15284735,346.6
Mas Bajo - Bobby Valentin.mp3,Son Cubano,4665562,44100,12696192,287.9
Más De Mi Parte.mp3,Pachanga,5848976,44100,10638717,241.2
Mas Duro Me Da.mp3,Guajira,5252164,44100,14224312,322.5
Mas Feo Que Yo - Gran Combo.mp3,Bolero Son,3547824,44100,9766656,221.5
Mas Fuerte Que Tu Amor.mp3,Guaracha,3664940,44100,7148160,162.1
Mas Linda Es La Rumba - Celia Cruz.mp3,Guajira,3764685,44100,10213632,231.6
Mas Linda Es La Rumba (Guaracha).mp3,Bolero Tradicional,9330644,44100,10221695,231.8
MAS PACHANGA.mp3,Son Cubano,2949624,44100,8123904,184.2
Mas Que Amor.mp3,Salsa,11687352,48000,14024448,292.2
Mas Que Ayer - Andy Montañéz.mp3,Pachanga,4138391,44100,11403064,258.6
Mas Que Enamorado - Jerry Galante.mp3,Bolero Son,5883326,44100,12842496,291.2
Mas Que Eso.mp3,Son Cubano,4014972,44100,10903097,247.2
Mas Que Sexo.mp3,Son Montuno,10359078,44100,11415944,258.9
MAS QUE TU AMIGO - MARCO ANTONIO SOLIS.mp3,Pachanga,4146884,44100,9143879,207.3
Mas Quiero Mas - David Pabon.mp3,Guaracha,4763669,44100,13117823,297.5
Mas Sabroso.mp3,Guaracha,4141196,44100,11250911,255.1
Mas Timbal.mp3,Merengue,4394216,44100,11874950,269.3
Mas Y Mas - Gran Combo.mp3,Guaracha,4454367,44100,12265343,278.1
Mas Y Mas - Henry Fiol.mp3,Guajira,4349139,44100,11824128,268.1
Masa Masa - Bobby Valentin.mp3,Pachanga,5407023,44100,14739841,334.2
Masacote.mp3,Son Montuno,14776192,44100,16237440,368.2
MASCARADA - Johny & Ray.mp3,Salsa,4493190,44100,12221568,277.1
Mascarada.mp3,Salsa,6740481,44100,12276861,278.4
Masculino Y Femenino - Gran Combo.mp3,Merengue,1767748,44100,4860289,110.2
Massa Massa  - Daniel Santos.mp3,Guaracha,2624498,44100,7070975,160.3
Mata Que Dios Perdona.mp3,Bolero Tradicional,2684362,44100,7235713,164.1
Mata Siguarasya.mp3,Merengue,7852336,44100,21346561,484
Mata Siguaraya - Oscar D' León.mp3,Pachanga,5403093,44100,14729472,334
Mata Sigüaraya (Son Afro).mp3,Pachanga,13434995,44100,14746751,334.4
Mata Siguaraya.mp3,Bolero Tradicional,4687744,44100,12678328,287.5
MATAME -Johnny Vásquez-Bobby Valentìn-.mp3,Guajira,4329600,44100,11854080,268.8
MATASIGUARAYA - OSCAR DE LEON.mp3,Bolero Son,6551812,44100,14446463,327.6
Matasuguaraya.mp3,Merengue,5403176,44100,14729472,334
Matiagua - Celia Cruz.mp3,Son Cubano,2892822,44100,7810559,177.1
Matiagua - Joe Arroyo.mp3,Bolero Tradicional,2316415,44100,6221953,141.1
Matiagua.mp3,Merengue,7148872,44100,7816319,177.2
Matigua.mp3,Bolero Son,4221566,44100,11401344,258.5
Matilde Lina - Gran Combo.mp3,Guaracha,3448346,44100,9492481,215.2
MATILDE LINA.mp3,Guaracha,6085238,44100,16664833,377.9
Matunga.mp3,Son Cubano,4246248,44100,11540736,261.7
Maximo Chamorro.mp3,Salsa,9191013,44100,19865088,450.5
Mayari (En Vivo) - Orq Harlow - Justo Betancourt.mp3,Pachanga,7255757,44100,19835135,449.8
Mayari.mp3,Bolero Tradicional,6053895,44100,11014548,249.8
MAYEYA .mp3,Bolero Tradicional,5460054,44100,14952959,339.1
Mayombe.mp3,Bolero Son,11915476,44100,13131873,297.8
Mayonesa.mp3,Merengue,3774884,44100,10177919,230.8
Mayoral - Daniel Santos.mp3,Merengue,2992302,44100,8084734,183.3
Mayoral - Orq Harlow.mp3,Son Montuno,5188475,44100,14137344,320.6
Mayoral- Andy Montañez.mp3,Pachanga,5390983,44100,14855520,336.9
Mazonga - La Dicupé.mp3,Son Montuno,3396469,44100,9198720,208.6
Me Abandonaste - Bobby Valentin.mp3,Guaracha,4078336,44100,11077633,251.2
Me Acostumbre - Frankie Ruiz.mp3,Guaracha,4734353,44100,12886271,292.2
Me Acostumbre.mp3,Pachanga,2386283,22050,6414337,290.9
Me Acostumbré.mp3,Pachanga,7007563,44100,12767613,289.5
ME ACUERDO DE TI - Celia Crúz.mp3,Merengue,4839445,44100,10670976,242
Me Acuerdo De Ti - Gilberto Santa Rosa.mp3,Pachanga,4686929,44100,10204416,231.4
Me Acuerdo De Ti (1).mp3,Merengue,3715278,44100,10053984,228
Me Acuerdo De Ti.mp3,Guajira,4000611,44100,10861055,246.3
Me Alejare En Vivo - Bienvenido Granda.mp3,Guaracha,1326166,22050,3651841,165.6
Me Amas Y Me Dejas.mp3,Guaracha,11301810,44100,12455306,282.4
Me And Mrs Jones.mp3,Son Montuno,11251712,44100,12402430,281.2
Me Arrepiento - Dimensión Latina.mp3,Merengue,6289838,44100,13738753,311.5
Me Arriesgo - Diana.mp3,Merengue,5464829,44100,11919745,270.3
Me Atrapa La Noche - Edgar Joel.mp3,Pachanga,5583435,44100,12181249,276.2
Me Basta Con Pensar - Fania All Star - Ismael Miranda.mp3,Son Montuno,6243809,44100,17046144,386.5
Me Basta Con Pensar.mp3,Guajira,5211607,44100,14156930,321
Me Basta Con Tu Sonrrisa.mp3,Bolero Son,4398385,44100,11885752,269.5
Me Cai De La Nuve - Gabino Pampini.mp3,Guajira,4653448,44100,12662783,287.1
Me Cance - Diana.mp3,Guajira,6087588,44100,13292928,301.4
Me Cansé De Ser La Otra.mp3,Bolero Son,7554883,44100,13773310,312.3
Me Caso Contigo.mp3,Guajira,8104342,44100,11086175,251.4
Me Coquetea.mp3,Guaracha,5608173,44100,15199487,344.7
Me Cuesta Tanto Olvidarte - Compañía Limitada.mp3,Salsa,6133065,44100,13393152,303.7
Me Curo Con Rumba.mp3,Guaracha,15036547,48000,18038621,375.8
Me Da Lo Mismo.mp3,Pachanga,4976502,44100,11844864,268.6
Me Da Tristeza - Cheo Feliciano.mp3,Guajira,3445790,44100,9334655,211.7
Me Das Motivos.mp3,Son Cubano,10739749,48000,12826368,267.2
Me dejaron afuera - Jhonny Zamot.mp3,Bolero Tradicional,1788199,22050,3920256,177.8
Me Dejaste - Mickey Taveras.mp3,Guaracha,4702593,44100,12798721,290.2
Me Dejo En El Aire - Gran Combo.mp3,Merengue,4838072,44100,13322880,302.1
Me Dejo Pica' O.mp3,Son Cubano,5703245,44100,12403584,281.3
Me Dejo.mp3,Merengue,4761564,44100,12880513,292.1
Me Despegue - Orq Harlow.mp3,Son Montuno,4314948,44100,11729663,266
Me Dices Que  Te Vas - Miles Pena.mp3,Guaracha,4761518,44100,12961153,293.9
Me Dices Que Te Vas - Cheo Feliciano.mp3,Bolero Son,3040788,44100,8218369,186.4
Me Dices Que Te Vas.mp3,Guaracha,6013576,44100,13085568,296.7
Me Dijeron - Andy Montañéz.mp3,Son Cubano,4423962,44100,9752135,221.1
Me Diste De Tu Agua.mp3,Guaracha,4317288,44100,11736576,266.1
Me Diste La Vuelta.mp3,Pachanga,3786042,44100,10422930,236.3
Me Duele Quererte.mp3,Guajira,5958323,44100,16259328,368.7
Me Emocionas.mp3,Bolero Son,5947407,44100,10819582,245.3
Me Enamore.mp3,Pachanga,8621942,44100,11877880,269.3
Me Enseñaste A Querer - Sonora.mp3,Salsa,2603008,44100,7167741,162.5
Me Equivoque De Nuevo - David Pabon.mp3,Guaracha,4808405,44100,13241088,300.3
Me Equivoque.mp3,Son Cubano,7015514,44100,12781441,289.8
Me Esta Doliendo Dejarte - Anthony Colon.mp3,Guajira,4853025,44100,13212856,299.6
Me Está Doliendo El Alma.mp3,Son Montuno,8842865,48000,10550016,219.8
Me Esta Faltando La Eternidad- Andy Montañez.mp3,Salsa,3833699,44100,10563256,239.5
Me Esta Que Se Hace.mp3,Son Cubano,6406983,44100,11768833,266.9
Me Estan Hablando Del Cielo - Celia Cruz.mp3,Salsa,4545851,44100,12366720,280.4
Me Estan Hablando Del Cielo.mp3,Son Montuno,4574079,44100,12366720,280.4
Me Estas Matando De Mas.mp3,Merengue,4779249,44100,12928896,293.2
ME ESTOY ENAMORANDO - Grupo Yenyere.mp3,Son Montuno,5970575,44100,13034880,295.6
Me Estoy Enamorando.mp3,Salsa,11578930,44100,12764160,289.4
Me Estoy Enloqueciendo Por Ti.mp3,Merengue,11476540,44100,12651264,286.9
Me Estoy Enloqueciendo Por Tí.mp3,Salsa,4670853,44100,12632004,286.4
Me Estoy Muriendo De Amor.mp3,Salsa,4895310,44100,13246846,300.4
Me Estoy Muriendo Por Dentro (1).mp3,Merengue,4784590,44100,12986494,294.5
Me Extraña Araña.mp3,Guajira,12506270,48000,15007104,312.6
Me Fallaste - Eddie Santiago.mp3,Bolero Tradicional,4933723,44100,13435773,304.7
Me Falta Un Año.mp3,Guaracha,6275042,44100,17132632,388.5
Me Faltabas Tu - Tito Rodríguez.mp3,Bolero Tradicional,3715165,44100,8061696,182.8
Me Faltas - Frankie Ruiz.mp3,Son Cubano,5739127,44100,12524543,284
Me Faltas Tu.mp3,Salsa,4352614,44100,11908792,270
Me Faltas.mp3,Guajira,4551069,44100,12380543,280.7
Me Falto - Gilberto Santa Rosa.mp3,Guaracha,4749413,44100,12927741,293.1
Me Fascina Esa Mujer - Cheo Feliciano.mp3,Son Cubano,4394140,44100,11948545,270.9
Me Fascina esa Mujer.mp3,Pachanga,12884308,44100,14200010,322
Me Fascina Una Mujer.mp3,Son Cubano,12041525,48000,14388480,299.8
Me Gusta - Andy Montañéz.mp3,Merengue,5853140,44100,16129341,365.7
Me Gusta (1).mp3,Merengue,5916349,44100,13156992,298.3
Me gusta bogaloo.mp3,Bolero Tradicional,5439848,44100,9976317,226.2
ME GUSTA BOOGALOO - CARLOS HAYRE.mp3,Son Montuno,2931145,44100,6463175,146.6
Me Gusta Boogaloo.mp3,Salsa,3605898,44100,9926408,225.1
Me Gusta El Son (En Vivo) - Fania All Star - Jhonny Pacheco.mp3,Son Montuno,7698731,44100,21056256,477.5
Me Gusta El Son.mp3,Son Cubano,8104289,44100,22036607,499.7
Me Gusta.mp3,Merengue,4093287,44100,11119672,252.1
Me Gustas - Hermes Manyon.mp3,Merengue,4188370,44100,11380609,258.1
Me Gustas - Mickey Taveras.mp3,Guaracha,3968238,44100,10774655,244.3
Me Gustas - Son De Cali.mp3,Bolero Tradicional,9535421,44100,10447488,236.9
Me Gustas Como Bailas.mp3,Salsa,8484819,44100,9352849,212.1
Me Gustas.mp3,Son Montuno,5834958,44100,16076727,364.6
Me Hace Falta.mp3,Merengue,4629086,44100,12517631,283.8
Me Haces Falta - Primi Cruz.mp3,Merengue,5600675,44100,12219263,277.1
Me Haces Falta.mp3,Son Cubano,4684364,44100,10324225,234.1
Me He Enamorado De Ti - Pedro Arroyo.mp3,Bolero Son,5051585,44100,13760639,312
Me He Enamorado De Ti.mp3,Son Cubano,12314624,44100,13545216,307.1
Me Hiciste Tuyo.mp3,Pachanga,7912905,44100,14431102,327.2
Me Huele A Matrimonio.mp3,Son Cubano,8583176,44100,15662968,355.2
Me Huele A Rumba - Celia Cruz.mp3,Son Montuno,5006651,44100,10909440,247.4
Me Huele A Rumba.mp3,Merengue,4017186,44100,10909439,247.4
ME IMAGINO - CONJUNTO CANDELA.mp3,Pachanga,4341215,44100,11958327,271.2
Me Imagino.mp3,Merengue,4959660,44100,13423103,304.4
Me Interesa Tu Opinion - Vicentico Valdes.mp3,Merengue,2935884,44100,7929216,179.8
ME LA FUGUE A LA CANDELA (Sammy González).mp3,Son Cubano,5111808,44100,14086656,319.4
Me La Gozo Entera.mp3,Son Cubano,9410563,44100,10363392,235
Me La Huelo - José Bello.mp3,Merengue,4721916,44100,10281600,233.1
Me La Huelo.mp3,Bolero Tradicional,3783990,44100,10266623,232.8
Me Le Fugue A La Candela - Joe Arroyo.mp3,Bolero Tradicional,2332297,44100,6265728,142.1
Me Levante De La Mesa.mp3,Merengue,5866459,44100,10670111,242
Me Libere - Gilberto Santa Rosa.mp3,Merengue,5424627,44100,11831040,268.3
Me Libere - Gran Combo.mp3,Pachanga,4191471,44100,11540736,261.7
Me Libere - Jerry Rivas.mp3,Guajira,10840860,44100,11947391,270.9
Me Libere  Rmx.mp3,Salsa,16807660,44100,18525506,420.1
Me Libere (Remix) - Gran Combo.mp3,Son Cubano,6649505,44100,18315648,415.3
Me Libere.mp3,Bolero Tradicional,6497997,44100,11830549,268.3
Me Liberé.mp3,Guajira,6328332,44100,11620078,263.5
Me Lo Conto Tu Papa - Gran Combo.mp3,Guaracha,4808399,44100,13241088,300.3
Me Lo Dijo Adela  - Tito Rodriguez.mp3,Bolero Tradicional,3532308,44100,7658496,173.7
Me Lo Dijo Adela.mp3,Son Cubano,2366571,44100,6516864,147.8
Me Lo Estas Poniendo Dificil - Maelo Ruiz.mp3,Pachanga,4802147,44100,13223807,299.9
Me Luce Tu Amor.mp3,Son Montuno,13166635,48000,15738624,327.9
Me Mantengo.mp3,Son Montuno,7680874,44100,14004861,317.6
Me Mata La Soledad- Tito Rojas.mp3,Bolero Tradicional,2776806,22050,6113543,277.3
Me Mata La Soledad.mp3,Salsa,11199585,48000,13378176,278.7
ME MATAN PERO YO GOZO.mp3,Guajira,3782993,44100,10358784,234.9
Me Miras Tiernamente.mp3,Son Montuno,3029036,44100,8342783,189.2
Me Muero Me Muero.mp3,Salsa,4667027,44100,12700216,288
Me Muero Por Ella - Gran Combo.mp3,Son Cubano,4453130,44100,12261889,278
Me Muero Por Ella.mp3,Son Cubano,6730139,44100,12350503,280.1
Me Mueve El Piso.mp3,Son Montuno,5889732,44100,10713597,242.9
Me Niegas Tanto Amor - Maelo Ruiz.mp3,Guajira,4514114,44100,12430081,281.9
Me Niegas Tanto Amor.mp3,Pachanga,4566464,44100,12506936,283.6
Me Niegas Y Tanto Amor.mp3,Son Cubano,11348584,44100,12506875,283.6
Me Parece Un Sue¥o.mp3,Son Montuno,4123695,44100,11336994,257.1
Me Prendiste Velas - El Sabor De Oscar.mp3,Son Cubano,5850068,44100,10741268,243.6
Me Puse Las Botas - Bernie Pérez.mp3,Pachanga,6071243,44100,13384390,303.5
Me Queda Guaguanco.mp3,Guaracha,3109002,44100,8406144,190.6
Me Quede Con Las Ganas - Cano Estremera - Bobby Valentin.mp3,Son Cubano,4204584,44100,11425535,259.1
ME QUEDE CON LAS GANAS -Cano Estremera-Bobby Valentìn-.mp3,Son Montuno,4236437,44100,11602944,263.1
Me Quiere Enamorar.mp3,Merengue,4668489,44100,12704256,288.1
Me Quiero Quedar - Mario Ortiz.mp3,Guaracha,4373431,44100,12039581,273
Me Quiero Quedar.mp3,Son Cubano,4399866,44100,12114783,274.7
Me Recordaras.mp3,Son Montuno,4369388,44100,11862142,269
Me Rindo - Junior González.mp3,Merengue,2927940,44100,10543101,239.1
Me Rindo - Paquito Guzmán.mp3,Merengue,3846612,44100,10439424,236.7
Me Sabe A Azúcar.mp3,Bolero Tradicional,6649131,44100,12107899,274.6
Me Sabe A Peru.mp3,Son Montuno,4044142,44100,10983733,249.1
Me Seduces - Gran Combo.mp3,Son Cubano,4375793,44100,12048768,273.2
Me Siento Bien - Naty Y Su Orq.mp3,Guajira,5219667,44100,14374657,326
Me Siento Enamorado.mp3,Guajira,2725708,44100,7348609,166.6
Me Siento Guajiro.mp3,Guajira,3986364,44100,10824191,245.4
Me Siento Mal.mp3,Merengue,4795989,44100,13056094,296.1
Me Solte.mp3,Merengue,4561091,44100,8271357,187.6
Me Supongo.mp3,Son Cubano,9030770,44100,16484810,373.8
Me Tenian Amarrado Con P.mp3,Bolero Tradicional,2570406,44100,6921569,157
Me Tiene Amarrado Con P.mp3,Son Cubano,2525902,44100,6799104,154.2
Me Tienes entres y Dos.mp3,Son Montuno,7329000,44100,10097279,229
Me Tienes Loco - Ismael Rivera.mp3,Pachanga,9819888,48000,11778624,245.4
Me Tienes Loco.mp3,Son Montuno,3997357,44100,10854851,246.1
Me Va A Extrañar - Dlg.mp3,Merengue,5679553,44100,12393216,281
Me Va A Extrañar.mp3,Bolero Tradicional,5394990,44100,14866559,337.1
Me Vinieron A Decir (1).mp3,Bolero Son,11925525,44100,20534400,465.6
Me Vinieron A Decir.mp3,Son Cubano,14957661,44100,20532096,465.6
Me Volvieron A Hablar De Ella - Gilberto Santa Rosa.mp3,Guaracha,5528329,44100,15234047,345.4
Me Volvieron A Hablar De Ella.mp3,Guaracha,13994223,48000,16731648,348.6
Me Volvieron Hablar De Ella (En Vivo).mp3,Son Montuno,6244518,44100,11365630,257.7
Me Voy A  Regalar.mp3,Bolero Son,6511890,44100,14353919,325.5
Me Voy A Moron  Jose Herrera.mp3,Bolero Tradicional,2854912,44100,7863551,178.3
Me Voy A Pinar Del Rio - Celia Cruz - Sonora.mp3,Bolero Son,2678784,44100,7379708,167.3
Me Voy A Pinar Del Rio - Celia Cruz.mp3,Guaracha,2722294,44100,7340541,166.5
Me Voy A Pinar Del Rio.mp3,Pachanga,6686023,44100,7305983,165.7
Me Voy A Pinar Dl Rio.mp3,Guajira,3776540,44100,8196823,185.9
Me Voy A Piner Del Rio.mp3,Pachanga,2722405,44100,7340544,166.5
Me Voy A Regalar - Marck Anthony.mp3,Bolero Tradicional,5225729,44100,14239871,322.9
Me Voy A Regalar.mp3,Bolero Son,5242818,44100,14419824,327
Me Voy Contigo (1).mp3,Merengue,14474684,44100,15892992,360.4
ME VOY CONTIGO.mp3,Salsa,4943916,44100,13535999,306.9
Me Voy De Madrugada.mp3,Merengue,2844516,44100,7665975,173.8
Me Voy De Rumba.mp3,Merengue,8561086,44100,11715627,265.7
Me Voy Lejos - Vicentico Valdez - Bolero Ranchero.mp3,Bolero Son,2796285,44100,7544446,171.1
Me Voy Lejos.mp3,Bolero Son,2733427,44100,5902848,133.9
Me Voy O Me Quedo.mp3,Bolero Son,5413050,44100,14665857,332.6
ME VOY PA  COLOMBIA.mp3,Salsa,5779417,44100,12738816,288.9
Me Voy Pa' Cali.mp3,Merengue,9283332,44100,10232291,232
ME VOY PA' COLOMBIA.mp3,Son Cubano,4581337,44100,12621313,286.2
ME VOY PA LAS VILLAS - SEXTETO LA PLAYA.mp3,Guaracha,3285835,44100,7236166,164.1
Me Voy Pa' Las Villas.mp3,Pachanga,3407907,44100,7354367,166.8
Me Voy Pa' Moron (1).mp3,Guajira,10113766,44100,11084544,251.4
Me Voy Pa Moron.mp3,Guaracha,4113910,44100,11106431,251.8
Me Voy Pa' Moron.mp3,Pachanga,4339340,44100,9263231,210.1
Me Voy Pá Moron.mp3,Son Montuno,10226314,44100,11208960,254.2
Me Voy Pa' Pinar Del Rio.mp3,Bolero Son,3886897,44100,10550015,239.2
Me Voy Pa´ Cali.mp3,Pachanga,3843859,44100,10366849,235.1
Me Voy Pa´ La Habana - Nelson Pinedo.mp3,Son Cubano,2751558,44100,7421184,168.3
Me Voy Pa´ La Habana.mp3,Guaracha,2741188,44100,7391234,167.6
Me voy pa´Colombia.mp3,Son Montuno,4787833,44100,8778237,199.1
Me Voy Pa´morón.mp3,Guajira,5094168,44100,9251710,209.8
Me Voy Pal Campo.mp3,Guaracha,4413192,44100,12084480,274
Me Voy Pal Pueblo - Daniel Santos.mp3,Salsa,2826791,44100,7628545,173
Me Voy Pal Pueblo.mp3,Bolero Son,3802014,44100,8380799,190
Me Voy P'al Pueblo.mp3,Pachanga,3087285,44100,8346239,189.3
Me Voy Para Siempre - La Dicupé.mp3,Bolero Tradicional,3843685,44100,10431359,236.5
Me Voy Para Siempre.mp3,Guaracha,3637859,44100,9998209,226.7
Mecánico.mp3,Guajira,7494896,44100,13663095,309.8
Mecha Viviente.mp3,Son Cubano,8963379,44100,12349442,280
Meche.mp3,Son Montuno,3386655,44100,7354367,166.8
Medellin Medellin.mp3,Bolero Tradicional,4916522,44100,13305017,301.7
Medianoche Y Sol.mp3,Bolero Son,4300305,44100,8684928,196.9
Medicina No! [Sonmambo].mp3,Bolero Son,11790984,44100,12994903,294.7
Medley - Andy Montañéz.mp3,Salsa,4041737,44100,14848882,336.7
Medley - Gilberto Sextet.mp3,Son Cubano,4131839,44100,11225087,254.5
Medley - Ray De La Paz Y Louie Ramírez.mp3,Merengue,8764632,44100,19195775,435.3
Medley # 1.mp3,Salsa,6486750,44100,11810621,267.8
Medley #2.mp3,Son Cubano,8207069,44100,14971709,339.5
Medley (1).mp3,Bolero Son,9314738,44100,20730240,470.1
Medley 1.mp3,Bolero Tradicional,18280862,44100,20142946,456.8
Medley A La Mujer - Gran Combo.mp3,Guajira,12978661,44100,35760384,810.9
MEDLEY BOLEROS.mp3,Merengue,12802260,44100,35065729,795.1
medley de ritmos-gran combo.mp3,Son Cubano,12328124,44100,33979392,770.5
Medley Del Ayer - Andy Montañéz.mp3,Bolero Son,5365937,44100,11829190,268.2
Medley Gilberto Santa Rosa - Gran Combo.mp3,Merengue,11959694,44100,32951807,747.2
Medley Gilberto Victor Manuel (En Vivo) - Gilberto Santa Rosa - Victor Manuel.mp3,Guaracha,9860855,44100,27015553,612.6
Medley Maelo - Maelo Ruiz.mp3,Son Montuno,5616718,44100,15469056,350.8
Medley Navideño (Remix) - Gran Combo.mp3,Salsa,10572900,44100,29129472,660.5
Medley Rafael Hernandez.mp3,Merengue,11307246,44100,12454498,282.4
Medley Romantico (Remix) - Gran Combo.mp3,Son Montuno,9150169,44100,25208064,571.6
Medley Volver.mp3,Guaracha,8755468,44100,23968992,543.5
Medley.mp3,Son Cubano,3519366,22050,9537408,432.5
Medleyaquellos Tiempos.mp3,Son Montuno,11092672,44100,30410495,689.6
Medleyquieres Volvercocmo Rien.mp3,Guaracha,5407600,44100,14740990,334.3
Mega Mix De Cansiones.mp3,Son Montuno,5325529,44100,14425342,327.1
Mega Mix De Salsa.mp3,Son Montuno,5309195,44100,14425342,327.1
Mejor Es Asi.mp3,Merengue,4826384,44100,13057919,296.1
Mejor Que El Mantecado.mp3,Salsa,3861092,44100,10414080,236.1
Mejor Que Siempre.mp3,Son Montuno,5441536,44100,14995585,340
Mejor Que Siempre-Tito Rojas.mp3,Bolero Son,5519025,44100,15205815,344.8
Mejor Sin Ti.mp3,Merengue,5978939,44100,10840320,245.8
Melancolia - Orq Zodiac.mp3,Bolero Son,3786918,44100,10274688,233
Melancolia De Domingo - Amilkar Boscan.mp3,Bolero Son,4241614,44100,11688760,265.1
Melao De Cana.mp3,Guajira,6993187,44100,7644671,173.3
Melao De Caña - Celia Cruz - Sonora.mp3,Salsa,2750464,44100,7576700,171.8
Melao De Caña - Celia Cruz.mp3,Son Cubano,2846847,44100,7683841,174.2
Melao De Caña - Jimmy El León.mp3,Pachanga,5948110,44100,12985344,294.5
Melao De Caña - Oscar D' León.mp3,Son Cubano,5207488,44100,14190335,321.8
Melao De Caña.mp3,Merengue,2775335,44100,7643519,173.3
Melao.mp3,Son Cubano,10376743,44100,10983167,249.1
Melense.mp3,Salsa,2448208,44100,6584833,149.3
MEMORANDO DE JUSTINO - PETRONIO.mp3,Bolero Tradicional,6553646,32000,10485834,327.7
Mendigando Cariño.mp3,Son Montuno,11042104,44100,12108625,274.6
Mendigo - Gran Combo.mp3,Guajira,3434961,44100,9455616,214.4
Mendigo De Amor - Anthony Crúz.mp3,Pachanga,5400581,44100,11778047,267.1
Mendigo De Amor - Cuco Valoy.mp3,Guajira,4644328,44100,12797569,290.2
Mendigo De Amor.mp3,Guaracha,11598770,48000,13913280,289.9
Meneame La Cuna (En Vivo) - Fania All Star - Pete Conde Rodriguez.mp3,Bolero Tradicional,5137901,44100,13997952,317.4
MENEAME LA CUNA.mp3,Bolero Tradicional,5131789,44100,14138496,320.6
Meneame Los Mangos.mp3,Son Cubano,3107270,44100,8401535,190.5
Meneate.mp3,Guaracha,5570436,44100,15190273,344.5
Menéate.mp3,Bolero Son,8224671,44100,15004024,340.2
Meneito Me (Guaracha) - Gran Combo - Andy Montañez.mp3,Bolero Tradicional,2767958,44100,7617024,172.7
Mensaje De Paz.mp3,Bolero Son,6152192,44100,6708096,152.1
Mensajero De La Salsa - Luis Perico Ortiz.mp3,Son Montuno,7221304,44100,19740673,447.6
Mente Positiva - Gran Combo.mp3,Pachanga,4852693,44100,13363201,303
Mentira  - Cheo Feliciano.mp3,Bolero Son,5235074,44100,14266369,323.5
